m,beta,delta,pickup_rate,p1,p2,s,cutoff,equilibrium_count,completion_spread,stable,repeat_mass,rescue_mass,abandon_mass,first_completion,repeat_completion,rescue_completion,completion,repeat_coverage,rescue_coverage,repeat_fresh_accept_intensity,rescue_fresh_accept_intensity,expected_transfer,expected_fresh_acceptors,expected_pickup_cost,expected_notifications,expected_extra_notifications,mechanism,exploration_evaluations,certification_stable,certification_grids,holdout_share,rescue_bonus,rescue_incumbent_intensity,rescue_core_fresh_intensity,rescue_outer_fresh_intensity,rescue_total_intensity,solver_total_evaluations,quick
1.5,0.6,0.4,0.25,0.2351949702904731,0.2899157247469021,4.0,0.2276682742822894,1,0.0,True,0.2111427209868384,0.5838420911294327,0.2050151878837287,0.2212567537684879,0.0350227761383994,0.2225123351936456,0.478791865100533,0.3051661310323605,0.7011655459120448,0.3527924554357096,1.1144943484814132,0.1247854813452982,0.3941693983832099,0.0132310705082928,2.0762275652861284,1.4280586292484634,expanded_search,2458,True,"401,801,1601",0.0320019428939656,0.054720754456429,0.093371175696919,0.4348735871203532,0.67962076136106,1.2078655241783325,2900,False
1.5,0.6,0.4,0.25,0.2561249999999999,0.3283387499999999,1.0,0.2514008845756252,1,0.0,True,0.5595672959462007,0.2108914504829708,0.2295412535708284,0.2336908785065573,0.0924405909068952,0.0490104414340827,0.3751419108475353,0.3238049257124155,0.4555150206570064,0.3841874999999999,0.4925081249999999,0.0996224496809354,0.1626694079452641,0.0,0.5896137280408591,0.0,fixed_rescue,387,True,"401,801,1601",0.0184445697388959,0.07221375,0.1154067981365621,0.4925081249999999,0.0,0.6079149231365621,2900,False
2.0,0.6,0.4,0.25,0.2938749999999999,0.2938749999999999,1.0,0.2938749999999999,1,0.0,True,0.0,0.722546763438952,0.2774532365610479,0.3138189497340879,0.0,0.1259762112853237,0.4397951610194116,0.4444240746809528,0.4444240746809528,0.5877499999999999,0.5877499999999999,0.1292448029445795,0.166603301668802,0.0,0.5669189337943074,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.5877499999999999,0.0,0.5877499999999999,2826,False
2.0,0.6,0.4,0.25,0.2115699702904731,0.2698344747469021,4.0,0.2045570521559949,1,0.0,True,0.2288602860425128,0.5922441347108622,0.1788955792466248,0.2647245002517828,0.0424450686387186,0.2378346433521648,0.5450042122426664,0.3541356468226104,0.7668089746034377,0.4231399405809462,1.325342464641884,0.129163842629849,0.461785849818897,0.0129100929295914,2.721003019643455,1.8609691688219736,expanded_search,2372,True,"401,801,1601",0.0331470393688187,0.058264504456429,0.1305548451818143,0.5396689494938043,0.7856735151480798,1.4558973098236985,2826,False
2.0,0.6,0.4,0.25,0.2351949702904731,0.3118040265294737,1.0,0.2302771622894762,1,0.0,True,0.5568636357961481,0.2381211763201231,0.2050151878837287,0.2822636811326661,0.1024741115464325,0.0625806695262314,0.4473184622053301,0.3813561631219369,0.5446376400716931,0.4703899405809462,0.6236080530589475,0.1100012984599721,0.1980529854802498,0.0,0.7672260866734156,0.0,fixed_rescue,399,True,"401,801,1601",0.0209094947690557,0.0766090562390006,0.163053728479995,0.6236080530589475,0.0,0.7866617815389425,2826,False
3.0,0.6,0.4,0.25,0.2613749999999999,0.2613749999999999,1.0,0.2613749999999999,1,0.0,True,0.0,0.7640886782873583,0.2359113217126416,0.4014286675229949,0.0,0.1400267431909098,0.5414554107139048,0.5434810188160364,0.5434810188160364,0.784125,0.784125,0.1415229079753468,0.2020281595919691,0.0,0.7729437000170984,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.784125,0.0,0.784125,2827,False
3.0,0.6,0.4,0.25,0.185194970290473,0.2423343631329603,3.91915,0.1796560805200859,1,0.0,True,0.242111629394772,0.6063633934324637,0.1515249771727642,0.3394886638549493,0.0501422895628849,0.2427807265718946,0.6324116799897289,0.4357182413660175,0.8423614123433392,0.5555849108714191,1.659415438152324,0.130991805597222,0.5422039991087512,0.0111064688540415,3.7339057805615097,2.5240235874556456,expanded_search,2375,True,"401,801,1601",0.0299084244118481,0.0571393928424873,0.1880348478386231,0.727003089398881,0.932412348753443,1.8474502859909472,2827,False
3.0,0.6,0.4,0.25,0.208819970290473,0.2772764754896403,1.0,0.2044549576867682,1,0.0,True,0.5276468005728677,0.2963966430184724,0.1759565564086597,0.3627357617726978,0.1068106369248282,0.0825641050599527,0.5521105037574787,0.4724728515406099,0.6501651104254161,0.6264599108714192,0.8318294264689209,0.120943749078996,0.2472556228517803,0.0,1.0591700698129063,0.0,fixed_rescue,397,True,"401,801,1601",0.0209032335251889,0.0684565051991672,0.218464553408616,0.8318294264689209,0.0,1.050293979877537,2827,False
4.0,0.6,0.4,0.25,0.2351949702904731,0.2351949702904731,1.0,0.2351949702904731,1,0.0,True,0.0,0.7949848121162713,0.2050151878837287,0.4662837983736228,0.0,0.1446883773776974,0.6109721757513202,0.6096766891696797,0.6096766891696797,0.9407798811618924,0.9407798811618924,0.1436975827241374,0.2232657355823777,0.0,0.9492793800251668,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.9407798811618924,0.0,0.9407798811618924,2819,False
4.0,0.6,0.4,0.25,0.161569970290473,0.2119894237070686,3.769,0.1569363775541533,1,0.0,True,0.2290807915699669,0.6424489608122245,0.1284702476178086,0.3908812124615513,0.0497892329368613,0.2482408383051467,0.6889112837035595,0.485630938196905,0.8633644944368964,0.6462798811618923,1.770226257412877,0.1238235430237787,0.5752480672770689,0.0090233816624125,4.744860510305088,3.1846520708048045,expanded_search,2371,True,"401,801,1601",0.0286785516392023,0.0504194534165955,0.2202121846116612,0.8479576948282747,0.9222685625846028,1.9904384420245385,2819,False
4.0,0.6,0.4,0.25,0.185194970290473,0.2577858504896402,1.0,0.1811147715836817,1,0.0,True,0.5300775765220934,0.3183974463051424,0.1515249771727642,0.4199614163594499,0.1111320147063812,0.0927271083595191,0.6238205394253504,0.5309756889674804,0.7375849104300047,0.7407798811618922,1.031143401958561,0.1222595686796056,0.2846760185813534,0.0,1.3400597754015795,0.0,fixed_rescue,393,True,"401,801,1601",0.0220319088601142,0.0725908801991672,0.3066843156238339,1.031143401958561,0.0,1.337827717582395,2819,False
6.0,0.6,0.4,0.25,0.191319970290473,0.191319970290473,1.0,0.191319970290473,1,0.0,True,0.0,0.8422779811860402,0.1577220188139597,0.5520889973225154,0.0,0.1475466302745016,0.699635627597017,0.682703884156534,0.682703884156534,1.147919821742838,1.147919821742838,0.1338542674860177,0.2480895531050294,0.0,1.296725860496244,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.147919821742838,0.0,1.147919821742838,2908,False
6.0,0.6,0.4,0.25,0.1250589828220178,0.1832392574263206,3.055,0.1208534689993398,1,0.0,True,0.269699232799631,0.6350113093080086,0.0952894578923602,0.4512367786664053,0.0616577323894299,0.2464456304823304,0.7593401415381655,0.5395665634945231,0.915960728836779,0.7503538969321071,2.10215634497962,0.1093005801731825,0.6513448163201135,0.0066932373614797,5.617450751456423,3.317472603553744,expanded_search,2460,True,"401,801,1601",0.0336282426722058,0.0581802746043027,0.3743147305618849,1.0994355445579238,1.002720800421696,2.4764710755415047,2908,False
6.0,0.6,0.4,0.25,0.146569970290473,0.2145844747469021,1.0,0.1427622320586728,1,0.0,True,0.4816716260327413,0.4038335587798352,0.1144948151874235,0.4910511961756859,0.1037424869726484,0.1200951592621597,0.7148888424104941,0.594350685950559,0.8206543455273598,0.8794198217428385,1.2875068484814127,0.1129494491379285,0.3419153182273433,0.0,1.925330015763299,0.0,fixed_rescue,393,True,"401,801,1601",0.0259789793520056,0.068014504456429,0.4309334561293759,1.2875068484814127,0.0,1.7184403046107886,2908,False
8.0,0.6,0.4,0.25,0.167694970290473,0.167694970290473,1.0,0.167694970290473,1,0.0,True,0.0,0.8656782755484052,0.1343217244515949,0.6147092253075609,0.0,0.1391214988189403,0.7538307241265012,0.7385624300769795,0.7385624300769795,1.3415597623237845,1.3415597623237845,0.1264136208864394,0.2527068766146323,0.0,1.5069436857700964,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.3415597623237845,0.0,1.3415597623237845,2834,False
8.0,0.6,0.4,0.25,0.1136839828220178,0.1574524243680362,2.749,0.1107744652519857,1,0.0,True,0.2389550197242693,0.6755344846822376,0.085510495593493,0.5209579628433204,0.0529524965354815,0.2283499346030695,0.8022603939818715,0.6065290360852836,0.9251979928953896,0.9094718625761432,2.219486888483961,0.1011986776129319,0.6271965799471093,0.0048215254279,6.126321862028357,3.4533930137129136,expanded_search,2376,True,"401,801,1601",0.0255930298869566,0.0437684415460183,0.3734236729284045,1.2596193949442902,0.9598674935396708,2.5929105614123653,2834,False
8.0,0.6,0.4,0.25,0.1189339828220178,0.1910938853987152,1.0,0.1153058181446342,1,0.0,True,0.4685395641611034,0.4414679490837037,0.0899924867551929,0.5308024177143866,0.1025497815210858,0.1363469907651656,0.7696991900006381,0.6248754519404267,0.8817619863491154,0.9514718625761428,1.5287510831897215,0.1013821758118971,0.3925393010852387,0.0,2.5499400570243336,0.0,fixed_rescue,403,True,"401,801,1601",0.030505702334152,0.0721599025766973,0.6063045380326476,1.5287510831897215,0.0,2.135055621222369,2834,False
12.0,0.6,0.4,0.25,0.129069970290473,0.129069970290473,1.0,0.129069970290473,1,0.0,True,0.0,0.9012014238514452,0.0987985761485547,0.6858622755266145,0.0,0.1313428012898836,0.8172050768164981,0.7875055999106653,0.7875055999106653,1.5488396434856768,1.5488396434856768,0.1054766349859291,0.2583206234308816,0.0,2.00139988294356,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.5488396434856768,0.0,1.5488396434856768,2787,False
12.0,0.6,0.4,0.25,0.0878679656440357,0.1280703303409789,2.3200000000000003,0.0856373514957992,1,0.0,True,0.2421377181683202,0.6936406104548475,0.0642216713768323,0.5857278195030001,0.0522266485519796,0.2147659088961753,0.8527203769511551,0.6608059639121939,0.9485824259101632,1.0544155877284287,2.458579510453622,0.0835609021798278,0.6399756446153753,0.0030551896930791,7.251594234082989,3.5862903465150207,expanded_search,2332,True,"401,801,1601",0.0253859769244348,0.0402023646969432,0.5091957461421568,1.536843964091747,0.9217355463618748,2.967775256595779,2787,False
12.0,0.6,0.4,0.25,0.0878679656440357,0.1443305224317807,1.0,0.0848541615916439,1,0.0,True,0.3778888787006648,0.5578894499225029,0.0642216713768323,0.5826457211503349,0.0826714869422522,0.1678860835681433,0.8332032916607305,0.6639788707613099,0.9133330440939692,1.0544155877284287,1.731966269181369,0.0826911557334809,0.4496491918460602,0.0,3.6999138177092807,0.0,fixed_rescue,400,True,"401,801,1601",0.0342992355667036,0.056462556787745,0.7137163300816423,1.731966269181369,0.0,2.445682599263012,2787,False
16.0,0.6,0.4,0.25,0.1075589828220178,0.1075589828220178,1.0,0.1075589828220178,1,0.0,True,0.0,0.91965184570432,0.08034815429568,0.7327857837713817,0.0,0.1205602440959619,0.8533460278673436,0.8211027616015997,0.8211027616015997,1.720943725152286,1.720943725152286,0.0917850307526208,0.2526814002854882,0.0,2.3492356812597435,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,1.720943725152286,0.0,1.720943725152286,2775,False
16.0,0.6,0.4,0.25,0.0731643218813452,0.1080671855567061,2.0890000000000004,0.0714169623503591,1,0.0,True,0.2315836479750757,0.71578974761262,0.0526266044123043,0.6312067962432972,0.0478130518097987,0.2027251495475216,0.8817449976006176,0.6983798704685705,0.95802158687564,1.1706291501015238,2.5841961947562573,0.0715879630799418,0.6269814724094084,0.002093572532089,8.168194933198091,3.6870599307012712,expanded_search,2328,True,"401,801,1601",0.0238826724017194,0.0349028636753608,0.5864035713015519,1.7290749689072975,0.8551212258489596,3.1705997660578094,2775,False
16.0,0.6,0.4,0.25,0.0731643218813452,0.1192624437167275,1.0,0.0708518751133643,1,0.0,True,0.3349965227589379,0.6123768728287577,0.0526266044123043,0.6285217786523161,0.0700632758182984,0.1701900034885698,0.8687750579591843,0.7010946462635794,0.9316263797170992,1.1706291501015238,1.9081990994676403,0.0714087774989903,0.4655766211303243,0.0,4.521834430214909,0.0,fixed_rescue,392,True,"401,801,1601",0.0316062078963999,0.0460981218353822,0.7745690976538113,1.9081990994676403,0.0,2.682768197121452,2775,False
0.5,0.6,0.8,0.25,0.35,0.35,1.0,0.35,1,0.0,True,0.0,0.6410256410256461,0.3589743589743539,0.1043529365000152,0.0,0.0561537212710395,0.1605066577710548,0.1605429792307926,0.1605429792307926,0.175,0.175,0.0561773302198691,0.0612104077644218,0.0,0.1748868793269196,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.175,0.0,0.175,2754,False
0.5,0.6,0.8,0.25,0.3386249999999999,0.3386249999999999,4.0,0.3386249999999999,1,0.0,True,0.0,0.6586656586656586,0.3413343413343412,0.1030124395898268,0.0,0.137665357497885,0.2406777970877118,0.1557549644147825,0.3743202790393812,0.1693124999999999,0.4689166666666666,0.0814995190388263,0.1724554724073385,0.0100077724011868,0.7355484872536208,0.5516613654402156,expanded_search,2318,True,"401,801,1601",0.0,0.0,0.0,0.1693124999999999,0.2996041666666666,0.4689166666666666,2754,False
0.5,0.6,0.8,0.25,0.3263749999999999,0.3674187499999999,1.0,0.3203718144466629,1,0.0,True,0.5581141112507552,0.1188822393399592,0.3230036494092855,0.0997063456994332,0.0490442415225827,0.0127703473063799,0.1615209345283959,0.1531139209924186,0.18716963372769,0.1631874999999999,0.1837093749999999,0.0532405379489614,0.0648051889969772,0.0,0.1942704172487087,0.0,fixed_rescue,381,True,"401,801,1601",0.0183935214196463,0.0410437499999999,0.0235234677766685,0.1837093749999999,0.0,0.2072328427766685,2754,False
0.75,0.6,0.8,0.25,0.343875,0.343875,1.0,0.343875,1,0.0,True,0.0,0.6506001143074871,0.3493998856925128,0.1491584274454756,0.0,0.0749815942389878,0.2241400216844635,0.2273323336947619,0.2273323336947619,0.25790625,0.25790625,0.0770761499567449,0.0850658657961269,0.0,0.2473743825405363,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.25790625,0.0,0.25790625,2764,False
0.75,0.6,0.8,0.25,0.3113749999999999,0.3200337499999999,4.0,0.3066479846861918,1,0.0,True,0.037287249583271,0.6612666319439318,0.3014461184727972,0.1414816317385573,0.0043061197143021,0.1743651489967591,0.3201529004496186,0.211069076568448,0.481927753264333,0.2335312499999999,0.6476012499999999,0.1011973936113756,0.2390714690040321,0.012016837363691,1.1007240604597546,0.8140672177215807,expanded_search,2320,True,"401,801,1601",0.0151811009676696,0.0086587499999999,0.0100393239853561,0.2400253124999999,0.4075759374999999,0.657640573985356,2764,False
0.75,0.6,0.8,0.25,0.3113749999999999,0.361884375,1.0,0.3045080481649238,1,0.0,True,0.5738957761425596,0.1246581053846432,0.3014461184727972,0.1406027876186365,0.0667807447423616,0.0184319326249863,0.2258154649859845,0.2123342575910723,0.2698063648450489,0.2335312499999999,0.2714132812499999,0.0712442758069411,0.0919890704290313,0.0,0.2871172827165949,0.0,fixed_rescue,389,True,"401,801,1601",0.0220536389725447,0.050509375,0.0430322451263071,0.2714132812499999,0.0,0.314445526376307,2764,False
1.0,0.6,0.8,0.25,0.3324999999999999,0.3324999999999999,1.0,0.3324999999999999,1,0.0,True,0.0,0.6679151061173483,0.3320848938826517,0.1888166135332895,0.0,0.0904395837659861,0.2792561972992757,0.2828713311360143,0.2828713311360143,0.3324999999999999,0.3324999999999999,0.0928526856020091,0.1063068550687843,0.0,0.3197198648685245,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.3324999999999999,0.0,0.3324999999999999,2765,False
1.0,0.6,0.8,0.25,0.2877499999999999,0.3084365624999999,4.0,0.2781265271091457,1,0.0,True,0.0880324237919832,0.6426333068737521,0.2693342693342646,0.1729335813409521,0.0122127574346438,0.1980608822106381,0.3832072209862341,0.2572334426192069,0.5714678946259928,0.2877499999999999,0.8170795833333334,0.1143650766574443,0.2968472450025541,0.012995086471014,1.4338081058220595,1.0397480807225186,expanded_search,2320,True,"401,801,1601",0.0334438675616133,0.0206865625,0.0303100353908542,0.3084365624999999,0.5086430208333335,0.8473896187241876,2765,False
1.0,0.6,0.8,0.25,0.2999999999999999,0.3488249999999999,1.0,0.2929097818210356,1,0.0,True,0.5654166853957572,0.1488690288899571,0.2857142857142857,0.1777373860553411,0.0780809167518781,0.0258786562530745,0.2816969590602938,0.2644157651565568,0.3328498981830664,0.2999999999999999,0.3488249999999999,0.0857726131096444,0.115709498926437,0.0,0.373044724246185,0.0,fixed_rescue,390,True,"401,801,1601",0.0236340605965477,0.048825,0.0559152181789643,0.3488249999999999,0.0,0.4047402181789643,2765,False
1.5,0.6,0.8,0.25,0.3113749999999999,0.3113749999999999,1.0,0.3113749999999999,1,0.0,True,0.0,0.6985538815272028,0.3014461184727972,0.2569666772280504,0.0,0.1125211215963349,0.3694877988243853,0.373159088368924,0.373159088368924,0.4670624999999999,0.4670624999999999,0.1150492633589429,0.1408364367736642,0.0,0.4523048952988013,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.4670624999999999,0.0,0.4670624999999999,2849,False
1.5,0.6,0.8,0.25,0.25525,0.28950953125,4.0,0.2429464577310728,1,0.0,True,0.1465398650019201,0.6249718279599193,0.2284883070381604,0.2274469334430737,0.0250591144003244,0.224145426209013,0.4766514740524112,0.3305710968250936,0.6933050880851727,0.3828749999999999,1.1120571875000005,0.1293444059856301,0.3885519533130405,0.0135728216460491,2.053507340999621,1.4548492940190934,expanded_search,2410,True,"401,801,1601",0.0482019285756206,0.03425953125,0.0698446102783907,0.434264296875,0.6777928906250003,1.181901797778391,2849,False
1.5,0.6,0.8,0.25,0.2763749999999999,0.3330093749999999,1.0,0.2686236873688796,1,0.0,True,0.5740664906447678,0.1713126767416548,0.2546208326135775,0.2399864784659698,0.0963433642322824,0.0372044734629897,0.373534316161242,0.3470073914225235,0.4490397389556335,0.4145624999999999,0.4995140624999999,0.1053425987308437,0.1564858530293416,0.0,0.5407411177455539,0.0,fixed_rescue,384,True,"401,801,1601",0.0280463595879521,0.056634375,0.0965785314466804,0.4995140624999999,0.0,0.5960925939466803,2849,False
2.0,0.6,0.8,0.25,0.2938749999999999,0.2938749999999999,1.0,0.2938749999999999,1,0.0,True,0.0,0.722546763438952,0.2774532365610479,0.3138189497340879,0.0,0.1259762112853237,0.4397951610194116,0.4444240746809528,0.4444240746809528,0.5877499999999999,0.5877499999999999,0.1292448029445795,0.166603301668802,0.0,0.5669189337943074,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.5877499999999999,0.0,0.5877499999999999,2898,False
2.0,0.6,0.8,0.25,0.2351949702904731,0.2680274229643305,4.0,0.2249079205827278,1,0.0,True,0.1476552133174246,0.6473295987988467,0.2050151878837287,0.2770539968734538,0.0279407667065213,0.2376520564756258,0.5426468200556009,0.3879639175746591,0.7526930633082908,0.4703899405809462,1.310886050381311,0.1354305026182776,0.4477705040829721,0.0131866973865928,2.6699234087943955,1.8944140823969895,expanded_search,2454,True,"401,801,1601",0.0437383915780188,0.0328324526738574,0.0862390047632052,0.536054845928661,0.7748312044526496,1.397125055144516,2898,False
2.0,0.6,0.8,0.25,0.2561249999999999,0.3163031249999999,1.0,0.2481368834153293,1,0.0,True,0.5734327642283583,0.1970259822008133,0.2295412535708284,0.2910076562766613,0.1065633844684143,0.0478696684958225,0.4454407092408983,0.4103500558535222,0.5364952904420819,0.5122499999999999,0.6326062499999999,0.1169692085487752,0.1894710021172381,0.0,0.6978312118875848,0.0,fixed_rescue,389,True,"401,801,1601",0.0311883517215054,0.060178125,0.1363324831693412,0.6326062499999999,0.0,0.7689387331693411,2898,False
3.0,0.6,0.8,0.25,0.2613749999999999,0.2613749999999999,1.0,0.2613749999999999,1,0.0,True,0.0,0.7640886782873583,0.2359113217126416,0.4014286675229949,0.0,0.1400267431909098,0.5414554107139048,0.5434810188160364,0.5434810188160364,0.784125,0.784125,0.1415229079753468,0.2020281595919691,0.0,0.7729437000170984,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.784125,0.0,0.784125,2872,False
3.0,0.6,0.8,0.25,0.190444970290473,0.2406154614298901,3.901,0.1785888866364293,1,0.0,True,0.2256930351770121,0.6174759788274532,0.1568309859955347,0.3357868684502677,0.0486475442441844,0.2454044482050377,0.6298388608994898,0.4549638530468237,0.8388735320609235,0.5713349108714192,1.6394859828233053,0.1322617048460331,0.5407066383757705,0.0110952812370453,3.744379515828709,2.5459796156416736,expanded_search,2417,True,"401,801,1601",0.0622546430917049,0.050170491139417,0.1860797243803824,0.7218463842896703,0.917639598533635,1.825565707203688,2872,False
3.0,0.6,0.8,0.25,0.2176949702904731,0.2845983504896403,1.0,0.2089107120895833,1,0.0,True,0.5618937743471665,0.2525903786595747,0.1855158469932588,0.364292004934272,0.115818335438948,0.0697602624140202,0.5498706027872403,0.4930980494299695,0.6606957110434861,0.6530849108714193,0.853795051468921,0.1243712618964516,0.2435447386073053,0.0,1.021394953289578,0.0,fixed_rescue,400,True,"401,801,1601",0.0403512225807001,0.0669033801991672,0.227062915200171,0.853795051468921,0.0,1.080857966669092,2872,False
4.0,0.6,0.8,0.25,0.2351949702904731,0.2351949702904731,1.0,0.2351949702904731,1,0.0,True,0.0,0.7949848121162713,0.2050151878837287,0.4662837983736228,0.0,0.1446883773776974,0.6109721757513202,0.6096766891696797,0.6096766891696797,0.9407798811618924,0.9407798811618924,0.1436975827241374,0.2232657355823777,0.0,0.9492793800251668,0.0,baseline,55,True,"401,801,1601",0.0,0.0,0.0,0.9407798811618924,0.0,0.9407798811618924,2819,False
4.0,0.6,0.8,0.25,0.173819970290473,0.2111107228900566,3.505,0.1656074510596809,1,0.0,True,0.1899474556237265,0.6697925816240979,0.1402599627521756,0.4002040754920833,0.0418473368418036,0.2443251946880184,0.6863766070219055,0.5171889767420984,0.8563333064618659,0.6952798811618922,1.758246203184637,0.1284170318295793,0.5579121693718203,0.0089868048606237,4.323775982514933,2.858861651532603,expanded_search,2371,True,"401,801,1601",0.0472472709382474,0.0372907525995836,0.1820130873215029,0.8444428915602267,0.9138033116244104,1.94025929050614,2819,False
