m,beta,delta,pickup_rate,incumbent_retention,regime,p1,p2,s,cutoff,equilibrium_count,completion_spread,stable,repeat_mass,rescue_mass,abandon_mass,first_completion,repeat_completion,rescue_completion,completion,repeat_coverage,rescue_coverage,repeat_fresh_accept_intensity,rescue_fresh_accept_intensity,repeat_incumbent_intensity,rescue_incumbent_intensity,repeat_core_fresh_intensity,rescue_core_fresh_intensity,repeat_outer_fresh_intensity,rescue_outer_fresh_intensity,repeat_total_intensity,rescue_total_intensity,expected_transfer,expected_fresh_acceptors,expected_pickup_cost,expected_notifications,expected_extra_notifications,mechanism,design_value,completion_value,outer_contact_cost,exploration_evaluations,certification_stable,certification_grids,adversarial_seed_count,adversarial_evaluations,adversarial_improvement,solver_total_evaluations,quick
1.5,0.8,0.8,0.25,0.8,incumbent_only,0.37836653436009277,0.5494372665750732,1.0,0.33037538554941676,1,0.0,True,0.45387392919010794,0.3939598204091718,0.15216625040072018,0.242917097010852,0.009619363675816466,0.03448906215288576,0.28702552283955424,0.05596249010974006,0.23116143287622473,0.0,0.0,0.05758937857281122,0.2628742572307878,0.0,0.0,0.0,0.0,0.05758937857281122,0.2628742572307878,0.11450092146559793,0.0,0.0,0.0,0.0,incumbent_only,0.28702552283955424,1.0,0.0,259,True,"401,801,1601",1,274,5.517887865846838e-06,2941,False
2.0,0.8,0.8,0.25,0.8,expanded_search,0.20925259055049206,0.298935202273124,4.0,0.18812975259580117,1,0.0,True,0.2539402177894728,0.6799031979302846,0.0661565842802426,0.24795926789305112,0.05014985244439399,0.30397250723406005,0.6020816275715051,0.36383780325589354,0.8236768705245804,0.4185051811009841,1.5581482848516588,0.033796540727505424,0.1772887194837165,0.4185051811009841,0.597870404546248,0.0,0.9602778803054108,0.45230172182848954,1.7354370043353753,0.15324818863282116,0.6327093010795413,0.018090013291277372,3.228018623703748,2.214260359457226,expanded_search,0.6020816275715051,1.0,0.0,1396,True,"401,801,1601",1,458,0.0001875442530130389,2854,False
2.0,0.8,0.8,0.25,0.8,core_arrivals,0.2527137470131253,0.3655573672409771,1.0,0.23465960827089774,1,0.0,True,0.5880811090980708,0.3273750678344519,0.08454382306747728,0.27991257782810725,0.11376985241192725,0.09327082748239535,0.4869532577224298,0.41392887087618835,0.6095873993988552,0.5054274940262506,0.7311147344819542,0.028886621987564132,0.20943641435212698,0.5054274940262506,0.7311147344819542,0.0,0.0,0.5343141160138147,0.9405511488340812,0.13358480021404423,0.2507838793496422,0.0,0.855720235719496,0.0,fixed_arrivals,0.4869532577224298,1.0,0.0,262,True,"401,801,1601",1,229,6.132511565776211e-05,2854,False
2.0,0.8,0.8,0.25,0.8,incumbent_only,0.3531936000215053,0.5314774011991658,1.0,0.3080647928567695,1,0.0,True,0.4484985628643706,0.41498701797047205,0.1365144191651573,0.2975111906086042,0.010912958657787285,0.04356553686348268,0.3519896861298742,0.0696608589028323,0.30054944483801677,0.0,0.0,0.07220609146357725,0.357460173347834,0.0,0.0,0.0,0.0,0.07220609146357725,0.357460173347834,0.13208753392701716,0.0,0.0,0.0,0.0,incumbent_only,0.3519896861298742,1.0,0.0,259,True,"401,801,1601",1,249,1.707171891113246e-05,2854,False
3.0,0.8,0.8,0.25,0.8,expanded_search,0.1740526930324334,0.2624356062546298,4.0,0.15760288835666383,1,0.0,True,0.260399658623761,0.6869175940737909,0.05268274730244807,0.31117621851973415,0.05760308892859485,0.3124499000719168,0.6812292075202457,0.4297255885014908,0.8836119949054579,0.5221580790973002,1.899227275055558,0.039479531221846956,0.25159852295511836,0.5221580790973002,0.7873068187638894,0.0,1.1119204562916687,0.5616376103191472,2.1508257980106764,0.14618501054558938,0.7415701782445522,0.01587718451109249,4.645402458007573,3.1824478581779854,expanded_search,0.6812292075202457,1.0,0.0,1359,True,"401,801,1601",1,437,0.0008523288805551976,2801,False
3.0,0.8,0.8,0.25,0.8,core_arrivals,0.21253929507493555,0.32313023921211764,1.0,0.1968141852316037,1,0.0,True,0.5522016876496612,0.38032215330341,0.06747615904692876,0.3511428881973083,0.11830553881642064,0.11945840594850977,0.5889068329622388,0.49102590052735096,0.7198833757043136,0.6376178852248067,0.969390717636353,0.03774026362399641,0.30315852955323347,0.6376178852248067,0.969390717636353,0.0,0.0,0.6753581488488031,1.2725492471895865,0.13837686104157548,0.31448672888850754,0.0,1.220630298993676,0.0,fixed_arrivals,0.5889068329622388,1.0,0.0,262,True,"401,801,1601",1,244,0.00032128267102049524,2801,False
3.0,0.8,0.8,0.25,0.8,incumbent_only,0.31084889998691223,0.4981534797452142,1.0,0.2711131144136185,1,0.0,True,0.43362675367222636,0.4536080994749951,0.11276514685277855,0.383598724124789,0.012051771841466222,0.0582260745536527,0.45387657051990793,0.09095973092732139,0.42009841843430445,0.0,0.0,0.09536588537590493,0.5448968767958297,0.0,0.0,0.0,0.0,0.09536588537590493,0.5448968767958297,0.15199304310119308,0.0,0.0,0.0,0.0,incumbent_only,0.45387657051990793,1.0,0.0,259,True,"401,801,1601",1,239,5.836277001358692e-05,2801,False
4.0,0.8,0.8,0.25,0.8,expanded_search,0.15051057377249272,0.23487838410589545,3.7617127579703085,0.1368884763489938,1,0.0,True,0.259986223549639,0.6957193540815856,0.044294422368775385,0.3581763331980111,0.0607594661507121,0.31118314537743946,0.7301189447261627,0.47566946778061164,0.9103819602611541,0.6020422950899709,2.0986309380735664,0.043590711755196576,0.31356770482208535,0.6020422950899709,0.9395135364235818,0.0,1.1591174016499846,0.6456330068451674,2.412198642895652,0.1361444618810571,0.7942473441341487,0.013103169091467845,5.654193392176427,3.775990738690274,expanded_search,0.7301189447261627,1.0,0.0,1348,True,"401,801,1601",1,459,0.0009205882526086562,2829,False
4.0,0.8,0.8,0.25,0.8,core_arrivals,0.18351708244075784,0.2891932839281274,1.0,0.16972002461745084,1,0.0,True,0.5194036550131749,0.4244050032900024,0.0561913416968227,0.40237529737570615,0.1163151475664612,0.13803761376413937,0.6567280587063067,0.5407768010069346,0.785423200594147,0.7340683297630314,1.1567731357125095,0.044150585034582426,0.38231442979416497,0.7340683297630314,1.1567731357125095,0.0,0.0,0.7782189147976138,1.5390875655066745,0.13510810797573905,0.3611921533799928,0.0,1.5633534295941796,0.0,fixed_arrivals,0.6567280587063067,1.0,0.0,264,True,"401,801,1601",1,296,3.6929364152005206e-05,2829,False
4.0,0.8,0.8,0.25,0.8,incumbent_only,0.27688400446576317,0.4680180519211846,1.0,0.24181579959866664,1,0.0,True,0.4161584044148153,0.48811559651459396,0.09572599907059076,0.44824374469814204,0.012142638062439714,0.06911292658585626,0.529499309346438,0.10615085135030698,0.5151167833404802,0.0,0.0,0.11221825557470888,0.7238472074320575,0.0,0.0,0.0,0.0,0.11221825557470888,0.7238472074320575,0.15981972252354176,0.0,0.0,0.0,0.0,incumbent_only,0.529499309346438,1.0,0.0,259,True,"401,801,1601",1,202,0.00041262481056392186,2829,False
6.0,0.8,0.8,0.25,0.8,expanded_search,0.11966065958622452,0.19456663207779784,3.162231845711937,0.10935315427785212,1,0.0,True,0.24941130084799865,0.7166072972956454,0.03398140185635596,0.4235654397401711,0.06104079654839148,0.3057793378499568,0.7903855741385194,0.5358000918446227,0.9341693811247855,0.7179639575173471,2.3116455229946284,0.04947602548018749,0.4090246934397395,0.7179639575173471,1.167399792466787,0.0,1.1442457305278415,0.7674399829975346,2.720670216434368,0.11748275779833235,0.838458911171983,0.009199648109453562,6.894060301449562,4.2465478022656455,expanded_search,0.7903855741385194,1.0,0.0,1320,True,"401,801,1601",1,437,0.00034436741005794413,2789,False
6.0,0.8,0.8,0.25,0.8,core_arrivals,0.14448678401735043,0.23959621942291248,1.0,0.1334844055852227,1,0.0,True,0.4655239861488321,0.49225376020327977,0.0422222536478882,0.4714546302521132,0.10751877951511847,0.1620736270310177,0.7410470367982493,0.6013741895652125,0.8572861957414621,0.8669207041041026,1.437577316537475,0.05281141647421311,0.509336706420911,0.8669207041041026,1.437577316537475,0.0,0.0,0.9197321205783158,1.946914022958386,0.12248623431361794,0.4267755869966265,0.0,2.207056600249035,0.0,fixed_arrivals,0.7410470367982493,1.0,0.0,268,True,"401,801,1601",1,294,0.000406391175567955,2789,False
6.0,0.8,0.8,0.25,0.8,incumbent_only,0.22633740560977278,0.4160620468770795,1.0,0.19845724864586747,1,0.0,True,0.3799681848340273,0.5468935352326544,0.07313827993331838,0.5384729086044304,0.011193510446972164,0.08336532265270617,0.6330317417041087,0.12525665305413144,0.6481333574322372,0.0,0.0,0.1338247534267455,1.0445030315098178,0.0,0.0,0.0,0.0,0.1338247534267455,1.0445030315098178,0.15909521802036172,0.0,0.0,0.0,0.0,incumbent_only,0.6330317417041087,1.0,0.0,259,True,"401,801,1601",1,210,0.00033435262689585077,2789,False
8.0,0.8,0.8,0.25,0.8,expanded_search,0.10035731338710344,0.16818051781361953,2.7979991276618716,0.09199296432908818,1,0.0,True,0.24002004550554612,0.7320918510061236,0.027888103488330252,0.46866601821720755,0.059511575799521155,0.29885322261883074,0.8270308166355594,0.5753076867478312,0.9471932861319367,0.8028585070968275,2.453516597460526,0.05353183397129762,0.4876003423010007,0.8028585070968275,1.3454441425089563,0.0,1.1080724549515697,0.8563903410681251,2.9411169397615264,0.103267774057087,0.8571702037448935,0.006890095392126789,7.890018837188172,4.538358465456858,expanded_search,0.8270308166355594,1.0,0.0,1330,True,"401,801,1601",1,419,0.001338918640379827,2820,False
8.0,0.8,0.8,0.25,0.8,core_arrivals,0.1195345450405047,0.20525226534580815,1.0,0.11041404546436519,1,0.0,True,0.4235184718767672,0.54254080269011,0.033940725433122876,0.5164711106096648,0.09827128217335042,0.17664617221970713,0.7913885650027224,0.6374698216788109,0.8944935014157062,0.9562763603240376,1.6420181227664652,0.0583711972872929,0.606964607241235,0.9562763603240376,1.6420181227664652,0.0,0.0,1.0146475576113305,2.2489827300077003,0.10973997925118964,0.47168663313008546,0.0,2.8131208979923468,0.0,fixed_arrivals,0.7913885650027224,1.0,0.0,267,True,"401,801,1601",1,290,0.0003286280053907964,2820,False
8.0,0.8,0.8,0.25,0.8,incumbent_only,0.19086998734921462,0.37369230986905677,1.0,0.16801562784757415,1,0.0,True,0.34694081853414727,0.5940853502011061,0.05897383126474663,0.59813498043119,0.009960979817816486,0.09174080864873756,0.699836768897744,0.13607377435654447,0.7318827153568327,0.0,0.0,0.146267900810499,1.316330764937489,0.0,0.0,0.0,0.0,0.146267900810499,1.316330764937489,0.15035010293303827,0.0,0.0,0.0,0.0,incumbent_only,0.699836768897744,1.0,0.0,259,True,"401,801,1601",1,254,0.0005803144508326197,2820,False
12.0,0.8,0.8,0.25,0.8,expanded_search,0.07696676702322135,0.13466590397090364,2.367485722844039,0.07082814345485784,1,0.0,True,0.22371685747310974,0.7554369897900537,0.020846152736836564,0.5284904757351582,0.055222478262675005,0.28656006841381265,0.8702730224116458,0.6256379832580481,0.9614425770552197,0.9236012042786561,2.6427641428640434,0.058930786256289655,0.6128425009540397,0.9236012042786561,1.6159908476508438,0.0,1.0267732952131996,0.9825319905349458,3.255606643818083,0.0835163695936976,0.8692041079689102,0.00436567944534871,9.526802124967297,4.8909854210119095,expanded_search,0.8702730224116458,1.0,0.0,1325,True,"401,801,1601",1,419,0.0010476283284088783,2855,False
12.0,0.8,0.8,0.25,0.8,core_arrivals,0.0893973541375801,0.1609013922321083,1.0,0.08261030032592823,1,0.0,True,0.3627387706593548,0.6127177705269129,0.024543458813732332,0.57269148454022,0.08329068119509908,0.1928827588711193,0.8488649246064384,0.6795163334244521,0.931601965427362,1.0727682496509612,1.9308167067852997,0.06515571659185798,0.7515944822993289,1.0727682496509612,1.9308167067852997,0.0,0.0,1.137923966242819,2.6824111890846285,0.08967817441811023,0.5312572858349125,0.0,3.955411831819055,0.0,fixed_arrivals,0.8488649246064384,1.0,0.0,263,True,"401,801,1601",1,296,0.0013889100864921122,2855,False
12.0,0.8,0.8,0.25,0.8,incumbent_only,0.1451775783161463,0.3100267791863095,1.0,0.128665151735274,1,0.0,True,0.29317216424564774,0.6643694330985862,0.042458402655766114,0.672292898172249,0.007844595889101627,0.10000499442531151,0.7801424884866621,0.14659350299680876,0.8246675904284847,0.0,0.0,0.15851929517637403,1.7410716235299408,0.0,0.0,0.0,0.0,0.15851929517637403,1.7410716235299408,0.12974494063406342,0.0,0.0,0.0,0.0,incumbent_only,0.7801424884866621,1.0,0.0,260,True,"401,801,1601",1,291,0.0019727435151057904,2855,False
16.0,0.8,0.8,0.25,0.8,expanded_search,0.0630326119691055,0.11369600723400942,2.11639657084737,0.0581544060656484,1,0.0,True,0.21000691618085743,0.7731748325186496,0.016818251300492953,0.5674573228870212,0.05100793733625347,0.2769189339377008,0.8953841941609755,0.657321581527482,0.969278700449053,1.008521791505688,2.7718665735516694,0.06244103556425094,0.7109324949550211,1.008521791505688,1.8191361157441508,0.0,0.9527304578075186,1.070962827069939,3.4827990685066905,0.07046805788024053,0.870171825026131,0.003059862311189235,10.915927292751341,5.103198460587787,expanded_search,0.8953841941609755,1.0,0.0,1305,True,"401,801,1601",1,453,0.0021642889317332603,2773,False
16.0,0.8,0.8,0.25,0.8,core_arrivals,0.0718034578840101,0.13336643722257857,1.0,0.06640398640807502,1,0.0,True,0.3206191303895004,0.6600413615898407,0.019339508020658855,0.607408782675856,0.07242431878214185,0.20109612477673688,0.8809292262347347,0.7041694814291812,0.9497619396869899,1.1488553261441616,2.133862995561257,0.0691132348919691,0.8571193704256456,1.1488553261441616,2.133862995561257,0.0,0.0,1.2179685610361308,2.990982365986903,0.07563384116943582,0.5699701838968831,0.0,5.033342111896195,0.0,fixed_arrivals,0.8809292262347347,1.0,0.0,261,True,"401,801,1601",1,286,0.0018351679886957628,2773,False
16.0,0.8,0.8,0.25,0.8,incumbent_only,0.11716527166621503,0.26529285926905616,1.0,0.10437395473548454,1,0.0,True,0.25363592289195874,0.7131853665561432,0.03317871055189801,0.7166409018400595,0.006366233938124179,0.10341667156837417,0.8264238073465578,0.15102781621644557,0.8725156896494402,0.0,0.0,0.16372885671335027,2.0597619780297167,0.0,0.0,0.0,0.0,0.16372885671335027,2.0597619780297167,0.11214703197652579,0.0,0.0,0.0,0.0,incumbent_only,0.8264238073465578,1.0,0.0,265,True,"401,801,1601",1,202,0.00021792514412521946,2773,False
