m,beta,delta,pickup_rate,incumbent_retention,regime,p1,p2,s,cutoff,equilibrium_count,completion_spread,stable,repeat_mass,rescue_mass,abandon_mass,first_completion,repeat_completion,rescue_completion,completion,repeat_coverage,rescue_coverage,repeat_fresh_accept_intensity,rescue_fresh_accept_intensity,repeat_incumbent_intensity,rescue_incumbent_intensity,repeat_core_fresh_intensity,rescue_core_fresh_intensity,repeat_outer_fresh_intensity,rescue_outer_fresh_intensity,repeat_total_intensity,rescue_total_intensity,expected_transfer,expected_fresh_acceptors,expected_pickup_cost,expected_notifications,expected_extra_notifications,expected_committed_outer_capacity,mechanism,design_value,completion_value,search_cost,search_cost_basis,search_resource,exploration_evaluations,certification_stable,certification_grids,adversarial_seed_count,adversarial_evaluations,adversarial_improvement,solver_total_evaluations,quick
1.5,0.8,0.8,0.25,0.8,core_arrivals,0.2788977354575527,0.39079317786338896,1.0,0.25956935785389595,1,0.0,True,0.6068947940408679,0.29641374166504947,0.09669146429408265,0.2325595403917982,0.10583504453628458,0.07597183828893572,0.41436642321701844,0.35695505373624786,0.5246283457120654,0.41834660318632905,0.5861897667950835,0.023194053124388096,0.15746858401139163,0.41834660318632905,0.5861897667950835,0.0,0.0,0.44154065631071715,0.7436583508064751,0.12406675954059744,0.20892386830483062,0.0,0.6619572191734543,0.0,0.0,fixed_arrivals,0.41436642321701844,1.0,0.0125,committed_reach,0.0,289,True,"401,801,1601",3,1053,2.6205330144801753e-05,7157,False
1.5,0.8,0.8,0.25,0.8,incumbent_only,0.37837337250784026,0.5494461993422872,1.0,0.330383585851427,1,0.0,True,0.45388005787279484,0.3939492677328668,0.15217067439433835,0.24291908315559754,0.009619004185318858,0.03448743555110863,0.28702552289202504,0.055960946998816916,0.23116210865292502,0.0,0.0,0.057587743987695894,0.2628751361890323,0.0,0.0,0.0,0.0,0.057587743987695894,0.2628751361890323,0.11450267818248078,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.28702552289202504,1.0,0.0125,committed_reach,0.0,287,True,"401,801,1601",3,1037,1.2731949350863747e-05,7157,False
2.0,0.8,0.8,0.25,0.8,expanded_search,0.24154336111024077,0.30081374186799414,3.5957944372702597,0.22710893671097196,1,0.0,True,0.19260846372967008,0.7277748025227635,0.07961673374756639,0.27687885804497236,0.03684333627771855,0.2824692411216824,0.5961914354443733,0.39720722694366956,0.8059492712892969,0.48308672222048155,1.5217079776501539,0.023095079038830103,0.11792768825123551,0.48308672222048155,0.6016274837359883,0.0,0.9200804939141656,0.5061818012593117,1.6396356659013893,0.16074814265600884,0.5781376483310396,0.015967269069963076,2.7060212356985582,1.8195489739215112,2.500153849259708,expanded_search,0.5649395123286269,1.0,0.0125,committed_reach,2.500153849259708,1626,True,"401,801,1601",3,2305,0.000539762504350505,6356,False
2.0,0.8,0.8,0.25,0.8,core_arrivals,0.25269076978997795,0.36553233946250874,1.0,0.23463178384482355,1,0.0,True,0.5880213740578505,0.32744508896209573,0.08453353698005378,0.27989517412276366,0.11376197153135487,0.0932961134645839,0.48695325911870235,0.41390648316347745,0.6095696036274698,0.5053815395799559,0.7310646789250175,0.02889437751224704,0.2094408889882963,0.5053815395799559,0.7310646789250175,0.0,0.0,0.5342759170922029,0.9405055679133137,0.13357627378613368,0.2507950718245242,0.0,0.8558037853840185,0.0,0.0,fixed_arrivals,0.48695325911870235,1.0,0.0125,committed_reach,0.0,291,True,"401,801,1601",3,948,0.00041507683607211465,6356,False
2.0,0.8,0.8,0.25,0.8,incumbent_only,0.35318624637374696,0.5314575256644465,1.0,0.3080560474690394,1,0.0,True,0.4484715956866106,0.4150183794439168,0.13651002486947267,0.2975084634950275,0.010912941952231822,0.043568280879117995,0.35198968632637734,0.06966293056479766,0.3005369887471216,0.0,0.0,0.07220831824753207,0.3574423651126513,0.0,0.0,0.0,0.0,0.07220831824753207,0.3574423651126513,0.13208488924470269,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.35198968632637734,1.0,0.0125,committed_reach,0.0,287,True,"401,801,1601",3,898,6.115073772300361e-05,6356,False
3.0,0.8,0.8,0.25,0.8,expanded_search,0.2031892465525218,0.26133194044581565,2.7932188724392706,0.19138890318207272,1,0.0,True,0.2062080047249578,0.7300412095102279,0.0637507857648143,0.34806768540430727,0.04363858641367766,0.27703440640184324,0.6687406782198282,0.47159305541122337,0.8456459649876085,0.6095677396575654,1.7006430969770736,0.028320824089077795,0.16786328943298306,0.6095677396575654,0.7839958213374469,0.0,0.9166472756396267,0.6378885637466432,1.8685063864100566,0.15198844123584204,0.6135382566174561,0.010526804698681808,3.022786557046136,1.7623805224994202,2.4140836154739413,expanded_search,0.6385646330264039,1.0,0.0125,committed_reach,2.4140836154739413,1626,True,"401,801,1601",3,2239,0.0005622523655166578,6424,False
3.0,0.8,0.8,0.25,0.8,core_arrivals,0.21257525648147482,0.3230119949635336,1.0,0.1968576531074145,1,0.0,True,0.5519097333906328,0.3805996085397451,0.06749065806962212,0.3511837434776493,0.11823318441224263,0.11948994586440646,0.5889068737542984,0.49107163930935477,0.7196752160492239,0.6377257694444245,0.9690359848906008,0.03772224809774481,0.30277042045468594,0.6377257694444245,0.9690359848906008,0.0,0.0,0.6754480175421693,1.2718064053452869,0.1383831096346863,0.3144345627301588,0.0,1.2203964236135014,0.0,0.0,fixed_arrivals,0.5889068737542984,1.0,0.0125,committed_reach,0.0,293,True,"401,801,1601",3,1088,0.00013858581918890778,6424,False
3.0,0.8,0.8,0.25,0.8,incumbent_only,0.31085090838047824,0.4981863237833518,1.0,0.27111547862090835,1,0.0,True,0.4336862813336097,0.45354751460379444,0.1127662040625958,0.38359977335620277,0.012053202807771522,0.05822359366801824,0.45387656983199254,0.09095895464938215,0.42014083760784526,0.0,0.0,0.09536503142296776,0.5449700283898644,0.0,0.0,0.0,0.0,0.09536503142296776,0.5449700283898644,0.15199528513093677,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.45387656983199254,1.0,0.0125,committed_reach,0.0,287,True,"401,801,1601",3,890,4.775420008368281e-05,6424,False
4.0,0.8,0.8,0.25,0.8,expanded_search,0.17741314058074975,0.23579017072457853,2.2897130241805255,0.16712465207808333,1,0.0,True,0.22386440452286827,0.7222163228346037,0.05391927264252805,0.4010296598992661,0.04946144876769253,0.2643031843891906,0.7147942930561492,0.5241134176573728,0.8681176481777014,0.709652562322999,1.8061153682213724,0.03292316320853255,0.21972965966878466,0.709652562322999,0.9431606828983141,0.0,0.8629546853230583,0.7425757255315315,2.025845027890157,0.14224313536248592,0.6168528245917193,0.00680332643087375,3.165949413312227,1.570640845533645,2.1747512426319675,expanded_search,0.6876099025232496,1.0,0.0125,committed_reach,2.1747512426319675,1623,True,"401,801,1601",3,2342,0.0009200879939108564,6610,False
4.0,0.8,0.8,0.25,0.8,core_arrivals,0.18352284213548276,0.289195032496106,1.0,0.16972682867439742,1,0.0,True,0.5194096883811655,0.4243968099489643,0.056193501669870194,0.40238372912430426,0.11631445798597201,0.13802987213182047,0.6567280592420967,0.540785846154448,0.7854212300635257,0.734091368541931,1.156780129984424,0.04414724307547307,0.3822982522294675,0.734091368541931,1.156780129984424,0.0,0.0,0.778238611617404,1.5390783822138916,0.13511051886559547,0.36118386906557565,0.0,1.56329627584327,0.0,0.0,fixed_arrivals,0.6567280592420967,1.0,0.0125,committed_reach,0.0,294,True,"401,801,1601",3,1105,1.2025713652441539e-05,6610,False
4.0,0.8,0.8,0.25,0.8,incumbent_only,0.2768837085039915,0.4680166881883795,1.0,0.24181545325598724,1,0.0,True,0.4161563868841807,0.48811775554622805,0.09572585756959129,0.4482435473579656,0.012142617471093993,0.06911314451788275,0.5294993093469423,0.10615099545567618,0.5151152047286408,0.0,0.0,0.11221841679361369,0.7238439517836552,0.0,0.0,0.0,0.0,0.11221841679361369,0.7238439517836552,0.1598195336693443,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.5294993093469423,1.0,0.0125,committed_reach,0.0,287,True,"401,801,1601",3,958,6.308826122625177e-07,6610,False
6.0,0.8,0.8,0.25,0.8,expanded_search,0.14314501440998154,0.2049149356120914,1.6756918145383022,0.134439581298941,1,0.0,True,0.2683497765208398,0.6898855676105204,0.041764655868639755,0.47439225781011846,0.060933374801211956,0.23584738847429354,0.771173021085624,0.5936970296941616,0.8938505133798005,0.8588700864598893,1.904625226503202,0.04178607893299451,0.3382817007031219,0.8588700864598893,1.2294896136725484,0.0,0.6751356128306536,0.9006561653928837,2.242906927206324,0.12495784781767115,0.590694961977269,0.0025335761321033773,3.2686458959010434,1.0697100744714962,1.550561607161216,expanded_search,0.7517910009961088,1.0,0.0125,committed_reach,1.550561607161216,1630,True,"401,801,1601",3,2249,0.0016263770102872277,6497,False
6.0,0.8,0.8,0.25,0.8,core_arrivals,0.14449405331999174,0.2396034554297169,1.0,0.13349284979144638,1,0.0,True,0.4655484667204917,0.49222679659569724,0.042224736683811104,0.4714700820594885,0.10752077890577609,0.16205617626519656,0.7410470372304612,0.6013893276026226,0.8572915640605144,0.8669643199199504,1.4376207325783015,0.05280577693701774,0.5093309070636985,0.8669643199199504,1.4376207325783015,0.0,0.0,0.9197700968569681,1.9469516396420001,0.12248995614297124,0.4267596079150852,0.0,2.2069203081586712,0.0,0.0,fixed_arrivals,0.7410470372304612,1.0,0.0125,committed_reach,0.0,295,True,"401,801,1601",3,1112,6.004589572650154e-05,6497,False
6.0,0.8,0.8,0.25,0.8,incumbent_only,0.2263351366705254,0.4161235531059525,1.0,0.19845460576846694,1,0.0,True,0.3800807205842433,0.5467819471552189,0.07313733226053776,0.5384707582915838,0.011197176389593949,0.08336380997722372,0.6330317446584014,0.12525822313229829,0.6482416860204556,0.0,0.0,0.13382654832988067,1.044810947219931,0.0,0.0,0.0,0.0,0.13382654832988067,1.044810947219931,0.15909881192764155,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.6330317446584014,1.0,0.0125,committed_reach,0.0,287,True,"401,801,1601",3,923,0.00034411380393872815,6497,False
8.0,0.8,0.8,0.25,0.8,expanded_search,0.12002909211783858,0.18760907013359895,1.3027139829253478,0.11207580495307379,1,0.0,True,0.3200172365925908,0.6458824621807715,0.03410030122663765,0.5209852605631192,0.07308695017767111,0.2107205898031631,0.8047928005439534,0.636193728724836,0.9088169027124394,0.9602327369427086,1.911472838682674,0.05090103785449465,0.48341289715536107,0.9602327369427086,1.5008725610687916,0.0,0.4106002776138824,1.0111337747972033,2.3948857358380353,0.1108390420186293,0.553512003854094,0.000630302757718139,3.3354572776041516,0.561504248728765,0.8693598009038517,expanded_search,0.7939258030326553,1.0,0.0125,committed_reach,0.8693598009038517,1605,True,"401,801,1601",3,2249,0.0005940307236221853,6353,False
8.0,0.8,0.8,0.25,0.8,core_arrivals,0.1195370046153122,0.20527725214962042,1.0,0.11041667867108569,1,0.0,True,0.42359956038551994,0.5424589209924838,0.033941518621996236,0.5164773355274564,0.09828879021543015,0.1766224416235593,0.7913885673664458,0.6374765521175091,0.8945296794515,0.9562960369224976,1.6422180171969634,0.0583700860430497,0.6071076702626224,0.9562960369224976,1.6422180171969634,0.0,0.0,1.0146661229655474,2.249325687459586,0.10974387069470604,0.4716971678792451,0.0,2.8130514704403797,0.0,0.0,fixed_arrivals,0.7913885673664458,1.0,0.0125,committed_reach,0.0,293,True,"401,801,1601",3,929,0.0010680588805216384,6353,False
8.0,0.8,0.8,0.25,0.8,incumbent_only,0.19093422185361214,0.3737064261699016,1.0,0.16809037150087897,1,0.0,True,0.34685067801352126,0.5941509602305741,0.05899836175590467,0.5982136128065729,0.009947399163964728,0.09167577924820267,0.6998367912187403,0.13601566597458223,0.7317786616277847,0.0,0.0,0.14620064225749232,1.3159427498817449,0.0,0.0,0.0,0.0,0.14620064225749232,1.3159427498817449,0.15037857741148655,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.6998367912187403,1.0,0.0125,committed_reach,0.0,287,True,"401,801,1601",3,989,0.0003528850800148531,6353,False
12.0,0.8,0.8,0.25,0.8,expanded_search,0.08941545486137319,0.1609237205577743,1.0,0.08263091681197658,1,0.0,True,0.36283605490721543,0.6126150288667354,0.024548916226049267,0.5727636872142461,0.0832983377621883,0.1928029033821895,0.8488649283586238,0.6795781991855527,0.9316214132551645,1.0729854583364782,1.9310846466932916,0.06513156527420741,0.7516109159596581,1.0729854583364782,1.9310846466932916,0.0,0.0,1.1381170236106857,2.68269556265295,0.08968864492714447,0.5311656287596881,0.0,3.9543326638053973,0.0,0.0,expanded_search,0.8488649283586238,1.0,0.0125,committed_reach,0.0,1604,True,"401,801,1601",3,2791,0.0005010316261375714,7125,False
12.0,0.8,0.8,0.25,0.8,core_arrivals,0.08941545486137319,0.1609237205577743,1.0,0.08263091681197658,1,0.0,True,0.36283605490721543,0.6126150288667354,0.024548916226049267,0.5727636872142461,0.0832983377621883,0.1928029033821895,0.8488649283586238,0.6795781991855527,0.9316214132551645,1.0729854583364782,1.9310846466932916,0.06513156527420741,0.7516109159596581,1.0729854583364782,1.9310846466932916,0.0,0.0,1.1381170236106857,2.68269556265295,0.08968864492714447,0.5311656287596881,0.0,3.9543326638053973,0.0,0.0,fixed_arrivals,0.8488649283586238,1.0,0.0125,committed_reach,0.0,293,True,"401,801,1601",3,1231,0.0005010316263960313,7125,False
12.0,0.8,0.8,0.25,0.8,incumbent_only,0.1451970205758862,0.31005047400724006,1.0,0.12868777747120774,1,0.0,True,0.29317498034612166,0.6643599651118054,0.042465054542072944,0.6723271579255403,0.007840967960313612,0.09997436534274327,0.7801424912285972,0.14656742132530307,0.8246693898936365,0.0,0.0,0.1584887338049133,1.7410818867459106,0.0,0.0,0.0,0.0,0.1584887338049133,1.7410818867459106,0.12975548473240087,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.7801424912285972,1.0,0.0125,committed_reach,0.0,288,True,"401,801,1601",3,917,0.0011319256727102545,7125,False
16.0,0.8,0.8,0.25,0.8,expanded_search,0.07180721975181156,0.1333653844802045,1.0,0.0664083095340244,1,0.0,True,0.3206199912592215,0.6600394091153938,0.01934059962538459,0.6074285089587473,0.07242082292141118,0.20107989456594497,0.8809292264461035,0.7041851617411453,0.9497576363620113,1.148915516028985,2.133846151683272,0.06910605078767561,0.8570505593111051,1.148915516028985,2.133846151683272,0.0,0.0,1.2180215668166605,2.990896710994377,0.07563518782246705,0.5699300553885693,0.0,5.032967967108861,0.0,0.0,expanded_search,0.8809292264461035,1.0,0.0125,committed_reach,0.0,1602,True,"401,801,1601",3,2850,0.0010485505533748274,7505,False
16.0,0.8,0.8,0.25,0.8,core_arrivals,0.07180721680574419,0.13336535389325327,1.0,0.06640830650128547,1,0.0,True,0.32061986945534576,0.6600395317741518,0.019340598770502537,0.6074284953220055,0.07242079775237775,0.20107993337171556,0.8809292264460988,0.7041851481254737,0.9497575940536458,1.148915468891907,2.1338456622920523,0.06910605189707156,0.8570502066171879,1.148915468891907,2.1338456622920523,0.0,0.0,1.2180215207889786,2.99089586890924,0.07563518205797479,0.5699300154591732,0.0,5.032968231689716,0.0,0.0,fixed_arrivals,0.8809292264460988,1.0,0.0125,committed_reach,0.0,291,True,"401,801,1601",3,1348,0.0010485505533701645,7505,False
16.0,0.8,0.8,0.25,0.8,incumbent_only,0.11716559415955304,0.26529442350609345,1.0,0.1043743303376619,1,0.0,True,0.25363782084364184,0.7131833651612205,0.033178813995137786,0.7166416388170049,0.006366216664601112,0.10341595197549128,0.8264238074570973,0.15102723909077964,0.8725176292480659,0.0,0.0,0.16372817692020655,2.0597771925559236,0.0,0.0,0.0,0.0,0.16372817692020655,2.0597771925559236,0.11214732033019842,0.0,0.0,0.0,0.0,0.0,incumbent_only,0.8264238074570973,1.0,0.0125,committed_reach,0.0,295,True,"401,801,1601",3,1118,0.0017613592048384419,7505,False
