m,beta,delta,pickup_rate,incumbent_retention,regime,p1,p2,s,cutoff,equilibrium_count,completion_spread,stable,repeat_mass,rescue_mass,abandon_mass,first_completion,repeat_completion,rescue_completion,completion,repeat_coverage,rescue_coverage,repeat_fresh_accept_intensity,rescue_fresh_accept_intensity,repeat_incumbent_intensity,rescue_incumbent_intensity,repeat_core_fresh_intensity,rescue_core_fresh_intensity,repeat_outer_fresh_intensity,rescue_outer_fresh_intensity,repeat_total_intensity,rescue_total_intensity,expected_transfer,expected_fresh_acceptors,expected_pickup_cost,expected_notifications,expected_extra_notifications,mechanism,design_value,completion_value,outer_contact_cost,exploration_evaluations,certification_stable,certification_grids,adversarial_seed_count,adversarial_evaluations,adversarial_improvement,solver_total_evaluations,quick
1.5,0.6,0.4,0.25,0.8,core_arrivals,0.27536587509384775,0.32639477704250147,1.0,0.2734452830096109,1,0.0,True,0.5869031569658425,0.15975899465952334,0.25333784837463424,0.2438112553814122,0.09591663628231359,0.03263549953194908,0.37236339119567485,0.3398931236064023,0.4248541156224235,0.41304881264077165,0.4895921655637522,0.0023047105010842064,0.06353939283946869,0.41304881264077165,0.4895921655637522,0.0,0.0,0.41535352314185586,0.5531315584032208,0.10420152477517095,0.15416931598168981,0.0,0.5385183574650375,0.0,fixed_arrivals,0.37236339119567485,1.0,0.0125,261,True,"401,801,1601",1,168,6.53436596590451e-05,2874,False
1.5,0.6,0.4,0.25,0.8,incumbent_only,0.37518978401584907,0.47956233580962415,1.0,0.3670786035177341,1,0.0,True,0.30154334761190815,0.29813265595142807,0.40032399643666383,0.26454875659434585,0.0010522549988313493,0.013561799694517599,0.27916281128769477,0.009686200214823441,0.12626703211898022,0.0,0.0,0.00973341659773799,0.1349804787502681,0.0,0.0,0.0,0.0,0.00973341659773799,0.1349804787502681,0.1061545145133203,0.0,0.0,0.0,0.0,incumbent_only,0.27916281128769477,1.0,0.0125,261,True,"401,801,1601",1,223,9.402197094571241e-05,2874,False
2.0,0.6,0.4,0.25,0.8,expanded_search,0.22811035657269302,0.27892670501512506,3.716106391355451,0.22355567972892323,1,0.0,True,0.21197439837249019,0.5910109475984187,0.19701465402909113,0.2782872944636144,0.03881050031196206,0.2243235026548508,0.5414212974304272,0.37092714110942837,0.7689569635182024,0.45622071314538604,1.3765576402390567,0.0072874829500316545,0.08859364045792294,0.45622071314538604,0.5578534100302501,0.0,0.8187042302088066,0.4635081960954177,1.4651512806969795,0.1349031064876406,0.44931029789559834,0.012467980433854898,2.377419877148546,1.584708971239218,expanded_search,0.521612435289937,1.0,0.0125,1521,True,"401,801,1601",1,470,0.0005355733207424995,2969,False
2.0,0.6,0.4,0.25,0.8,core_arrivals,0.2539773813614953,0.3103016872415717,1.0,0.2517804573986892,1,0.0,True,0.5836461208894901,0.1893925913281129,0.226961287782397,0.29514542484954664,0.10536277382670348,0.043587444864084696,0.4440956435403348,0.40038640590044755,0.510434659734738,0.5079547627229906,0.6206033744831434,0.0035150783404897194,0.09363396774861199,0.5079547627229906,0.6206033744831434,0.0,0.0,0.5114698410634803,0.7142373422317554,0.11524528119747796,0.18666473996486618,0.0,0.6970910505098056,0.0,fixed_arrivals,0.4440956435403348,1.0,0.0125,262,True,"401,801,1601",1,261,3.586074729133859e-05,2969,False
2.0,0.6,0.4,0.25,0.8,incumbent_only,0.3504856770905345,0.4644785221172165,1.0,0.3418518337149369,1,0.0,True,0.3169124519624952,0.3233462616349148,0.35974128640258995,0.32167578633294297,0.0014253686528266436,0.018885319216970627,0.34198647420274025,0.0137191718866421,0.17815437150225144,0.0,0.0,0.013814149400956223,0.19620270144364743,0.0,0.0,0.0,0.0,0.013814149400956223,0.19620270144364743,0.12201415223353158,0.0,0.0,0.0,0.0,incumbent_only,0.34198647420274025,1.0,0.0125,261,True,"401,801,1601",1,193,0.00011097520109493164,2969,False
3.0,0.6,0.4,0.25,0.8,expanded_search,0.19693888002251111,0.2467091063909641,3.027498386349767,0.19315522783091388,1,0.0,True,0.22718089797524235,0.60932894739573,0.16349015462902772,0.3531882003293768,0.046106839215303654,0.22677090787559992,0.6260659474202804,0.45113205586742816,0.8272669547812084,0.5908166400675333,1.6274786589525394,0.00908076525983337,0.12852930854412056,0.5908166400675333,0.7401273191728923,0.0,0.8873513397796471,0.5998974053273667,1.75600796749666,0.13458316592393055,0.5065083720831126,0.009367915381521992,2.796306556784943,1.6673371774306527,expanded_search,0.6052242327023972,1.0,0.0125,1524,True,"401,801,1601",1,440,0.0005738183691312848,3012,False
3.0,0.6,0.4,0.25,0.8,core_arrivals,0.21907386928906394,0.2814878912002737,1.0,0.21658489355019137,1,0.0,True,0.5712919025364995,0.24168753245852415,0.18702056500497635,0.3731469183492807,0.1129388797452642,0.062307106997962304,0.5483929050925072,0.4847974474087401,0.632205480601806,0.6572216078671919,0.8444636736008211,0.00597354177329419,0.15576719436019756,0.6572216078671919,0.8444636736008211,0.0,0.0,0.6631951496404861,1.0002308679610186,0.12402739275068089,0.2363332234377787,0.0,0.994548341005483,0.0,fixed_arrivals,0.5483929050925072,1.0,0.0125,267,True,"401,801,1601",1,289,4.1962754870450425e-05,3012,False
3.0,0.6,0.4,0.25,0.8,incumbent_only,0.30944269219099807,0.43755456027023176,1.0,0.30040878403495574,1,0.0,True,0.33480262996167903,0.3664602112326845,0.2987371588056365,0.41014175729255875,0.0020136237364776436,0.02882088546813598,0.44097626649717236,0.0214480279686109,0.2804648230081184,0.0,0.0,0.021681379574501582,0.3291498629646625,0.0,0.0,0.0,0.0,0.021681379574501582,0.3291498629646625,0.1401491805742406,0.0,0.0,0.0,0.0,incumbent_only,0.44097626649717236,1.0,0.0125,261,True,"401,801,1601",1,230,0.00015523844452369762,3012,False
4.0,0.6,0.4,0.25,0.8,expanded_search,0.17532880517318727,0.22404963389741478,2.5592206767878496,0.17207696838199368,1,0.0,True,0.24195388320680214,0.6163097849694492,0.14173633182374867,0.41033534283793954,0.05104751031401067,0.21925820662392562,0.6806410597758759,0.5092012428410518,0.8586264854075042,0.7013152206927491,1.7900373218129169,0.010405877731819491,0.1663125296493475,0.7013152206927491,0.8961985355896591,0.0,0.8938387862232577,0.7117210984245685,1.9563498514622644,0.13001842529362181,0.5274095387254525,0.006801435601965429,3.01508325983645,1.5926456270968394,expanded_search,0.6607329894371654,1.0,0.0125,1520,True,"401,801,1601",1,439,0.0004809750899789078,2930,False
4.0,0.6,0.4,0.25,0.8,core_arrivals,0.19219966339544056,0.256977302893555,1.0,0.1896266507089491,1,0.0,True,0.5549595973331628,0.286420626066008,0.15861977660082927,0.4294546407480028,0.11343056908320387,0.07711401682120121,0.6199992266524079,0.5402315538534714,0.7116070440821327,0.7687986535817622,1.02790921157422,0.008233640596772673,0.21552208699073896,0.7687986535817622,1.02790921157422,0.0,0.0,0.7770322941785349,1.2434312985649592,0.12415890664992157,0.27281244118382286,0.0,1.2733303444076172,0.0,fixed_arrivals,0.6199992266524079,1.0,0.0125,264,True,"401,801,1601",1,225,0.0001726238183472617,2930,False
4.0,0.6,0.4,0.25,0.8,incumbent_only,0.27663701369411303,0.4137711628893948,1.0,0.26769044324054986,1,0.0,True,0.34179837283041087,0.40324708942373333,0.2549545377458558,0.47543225969669395,0.002391690763131262,0.03733225451544383,0.515156204975269,0.028223097896528028,0.3734071447107874,0.0,0.0,0.028629025451402158,0.46745830287630386,0.0,0.0,0.0,0.0,0.028629025451402158,0.46745830287630386,0.1476308010908679,0.0,0.0,0.0,0.0,incumbent_only,0.515156204975269,1.0,0.0125,261,True,"401,801,1601",1,220,0.00015724690558094334,2930,False
6.0,0.6,0.4,0.25,0.8,expanded_search,0.14609219385536254,0.19371608478558475,1.9689790044832263,0.14350830068508744,1,0.0,True,0.2739223371215204,0.6120199212783487,0.11405774160013092,0.49294553943626157,0.05822936375080667,0.1969256158275243,0.7481005190145926,0.5889152372505987,0.8914045538601568,0.8765531631321752,1.9791284410930696,0.012402687217320497,0.2409973636823871,0.8765531631321752,1.1622965087135084,0.0,0.8168319323795612,0.8889558503494958,2.220125804775457,0.11867001009671405,0.5238910769819672,0.0034233337904618607,3.203128719196271,1.2843783646077447,expanded_search,0.7320457894569958,1.0,0.0125,1524,True,"401,801,1601",1,443,0.00037450940066963145,2958,False
6.0,0.6,0.4,0.25,0.8,core_arrivals,0.15421571891183866,0.21850485173906575,1.0,0.1517351393291591,1,0.0,True,0.519664751002338,0.3587788644993747,0.12155638449828744,0.5054754594734658,0.1075717115092685,0.09820989434691905,0.7112570653296534,0.6082773031310552,0.8043687423088867,0.925294313471032,1.3110291104343945,0.01190678199686186,0.32049461956755193,0.925294313471032,1.3110291104343945,0.0,0.0,0.9372010954678939,1.6315237300019465,0.11600084860355411,0.3237059622990038,0.0,1.7936526698780428,0.0,fixed_arrivals,0.7112570653296534,1.0,0.0125,266,True,"401,801,1601",1,228,2.3399199739038146e-05,2958,False
6.0,0.6,0.4,0.25,0.8,incumbent_only,0.2277970203718801,0.37309056508875527,1.0,0.2195948750996058,1,0.0,True,0.3386692093086902,0.4646665919581536,0.19666419873315624,0.5654182720854082,0.0027035955501814677,0.05009411666719605,0.6182159843027858,0.038605358621618936,0.5213469722219487,0.0,0.0,0.039370297306916685,0.7367793119479176,0.0,0.0,0.0,0.0,0.039370297306916685,0.7367793119479176,0.1481061109504812,0.0,0.0,0.0,0.0,incumbent_only,0.6182159843027858,1.0,0.0125,261,True,"401,801,1601",1,235,0.00018065864359995132,2958,False
8.0,0.6,0.4,0.25,0.8,expanded_search,0.12619269230532118,0.17347076803167738,1.6192621744121742,0.1240115569900211,1,0.0,True,0.30611743187701035,0.597604520553404,0.09627804756958568,0.5497995614456074,0.06354400824865028,0.17585442360349088,0.7891979932977485,0.6406652251187624,0.9082052961544503,1.0095415384425694,2.071661724667631,0.013959266017920503,0.3165389506666002,1.0095415384425694,1.387766144253419,0.0,0.683895580414212,1.0235008044604899,2.388200675334231,0.10790507829214027,0.5012635306584448,0.0016435026947398984,3.3017577213936544,0.959254417051342,expanded_search,0.7772073130846068,1.0,0.0125,1530,True,"401,801,1601",1,433,0.0010560935804634353,3006,False
8.0,0.6,0.4,0.25,0.8,core_arrivals,0.12888205489337656,0.1902234875836785,1.0,0.12659258601499415,1,0.0,True,0.4865811655477614,0.4147853825625595,0.09863345188967919,0.5547086247391374,0.09985113793381127,0.112173857226986,0.7667336198999347,0.6485574557950491,0.8547103104568103,1.0310564391470125,1.521787900669428,0.014652600821647432,0.4072377700395798,1.0310564391470125,1.521787900669428,0.0,0.0,1.04570903996866,1.9290256707090077,0.10569910960124142,0.358462656793863,0.0,2.2816062151165872,0.0,fixed_arrivals,0.7667336198999347,1.0,0.0125,270,True,"401,801,1601",1,269,0.0006303738368917955,3006,False
8.0,0.6,0.4,0.25,0.8,incumbent_only,0.19312277478518056,0.3389434386423362,1.0,0.18580489500126185,1,0.0,True,0.32500728855447863,0.5154287623091798,0.15956394913634164,0.624380476170969,0.0027138335151984834,0.05876384263499724,0.6858581523211648,0.04575462166993192,0.6247214314431385,0.0,0.0,0.04683443061707973,0.9800866793028761,0.0,0.0,0.0,0.0,0.04683443061707973,0.9800866793028761,0.1410238120291331,0.0,0.0,0.0,0.0,incumbent_only,0.6858581523211648,1.0,0.0125,261,True,"401,801,1601",1,242,0.0003008863742102186,3006,False
12.0,0.6,0.4,0.25,0.8,expanded_search,0.09875285910725085,0.1458696501671857,1.2353388760138675,0.09701093546291138,1,0.0,True,0.3570548280580389,0.5698961308769149,0.07304904106504623,0.619883398078224,0.07025673574065797,0.14833546170436546,0.8384755955232475,0.699334454422547,0.9250839513193077,1.1850343092870101,2.1223434821500295,0.016722466985658848,0.4690436611610335,1.1850343092870101,1.7504358020062285,0.0,0.37190768014380104,1.201756776272669,2.591387143311063,0.08979095330547905,0.45936501465779656,0.0002913677230665615,3.582558417756395,0.4528337232189732,expanded_search,0.8328151739830103,1.0,0.0125,1531,True,"401,801,1601",1,443,0.0012735521369473535,3051,False
12.0,0.6,0.4,0.25,0.8,core_arrivals,0.09739195983464684,0.15187975143776186,1.0,0.09547559035129143,1,0.0,True,0.4318591575964048,0.4962071011406703,0.07193374126292489,0.6155795984447872,0.08613635971403416,0.12903187775415204,0.8307478359129733,0.6948954166912746,0.9059601794632247,1.168703518015762,1.8225570172531422,0.01839714704021196,0.5414799464301163,1.168703518015762,1.8225570172531422,0.0,0.0,1.1871006650559741,2.3640369636832586,0.08793882193318292,0.4044463383164643,0.0,3.19657694470486,0.0,fixed_arrivals,0.8307478359129733,1.0,0.0125,267,True,"401,801,1601",1,259,0.0006916568877858298,3051,False
12.0,0.6,0.4,0.25,0.8,incumbent_only,0.14827138878120044,0.28701706802769966,1.0,0.14248751081092656,1,0.0,True,0.29255871885282736,0.5913860128154539,0.11605526833171875,0.6976569518252334,0.0024345841943956377,0.0683639451674827,0.7684554811871117,0.054011842506688626,0.750297170279844,0.0,0.0,0.05552522851462927,1.387483749281022,0.0,0.0,0.0,0.0,0.05552522851462927,1.387483749281022,0.12342516342037152,0.0,0.0,0.0,0.0,incumbent_only,0.7684554811871117,1.0,0.0125,261,True,"401,801,1601",1,289,0.0001416619466542146,3051,False
16.0,0.6,0.4,0.25,0.8,expanded_search,0.07900522095955675,0.12650152150568036,1.0285624209673536,0.07741519537539944,1,0.0,True,0.3816304475108614,0.5611812290534232,0.05718832343571547,0.6541115438299079,0.07365779372175582,0.13979795855768745,0.8675672961093512,0.7231933034603246,0.9334184911321023,1.264083535352908,2.0810234101447627,0.02035232747721363,0.6283049744675959,1.264083535352908,2.024024344090886,0.0,0.056999066053876835,1.2844358628301218,2.7093283846123586,0.07518223178179494,0.44042246835731874,5.2008476542218656e-06,4.0943747244953705,0.06844463752344873,expanded_search,0.8667117381403081,1.0,0.0125,1525,True,"401,801,1601",1,466,0.0010407601914069753,3077,False
16.0,0.6,0.4,0.25,0.8,core_arrivals,0.07817950635526652,0.12711666474004824,1.0,0.07653145853425311,1,0.0,True,0.3891278494895183,0.5543322153898844,0.0565399351205973,0.6508940994922051,0.07587651241542176,0.13990015887819068,0.8666707707858177,0.7197202629903654,0.9315298417948007,1.2508721016842643,2.0338666358407718,0.021095012108971647,0.6474906394341776,1.2508721016842643,2.0338666358407718,0.0,0.0,1.271967113793236,2.6813572752749493,0.0746022092656517,0.4373258549905044,0.0,4.089731734474994,0.0,fixed_arrivals,0.8666707707858177,1.0,0.0125,265,True,"401,801,1601",1,305,0.0010899323989959075,3077,False
16.0,0.6,0.4,0.25,0.8,incumbent_only,0.12026284148905328,0.24869822452125498,1.0,0.11556158007658772,1,0.0,True,0.26202735817069706,0.6468372079287102,0.09113543390059277,0.7412693459797058,0.002118938154442058,0.07327162355194806,0.816659907686096,0.05840133993679592,0.8180728685801849,0.0,0.0,0.06017614607955917,1.7041490488917412,0.0,0.0,0.0,0.0,0.06017614607955917,1.7041490488917412,0.1076245100648036,0.0,0.0,0.0,0.0,incumbent_only,0.816659907686096,1.0,0.0125,261,True,"401,801,1601",1,254,0.00045420976415300185,3077,False
0.5,0.6,0.8,0.25,0.8,expanded_search,0.34176742850682484,0.34202693351906355,4.0,0.3416535409025309,1,0.0,True,0.0011230874997008823,0.6527303342156194,0.34614657828467954,0.10336384854344506,9.791112092066239e-05,0.1371413806417766,0.24060314030614233,0.15711881105611145,0.3786556803689532,0.17088371425341242,0.47572053370479384,4.555504171757097e-05,0.00014935704661305229,0.17088371425341242,0.17101346675953177,0.0,0.30470706694526206,0.17092926929513,0.4758698907514069,0.08226590542875892,0.17240278389913427,0.01002825943618974,0.7246708770169025,0.543269470465157,expanded_search,0.23381227192532786,1.0,0.0125,1516,True,"401,801,1601",1,431,0.00011218945794783108,2917,False
0.5,0.6,0.8,0.25,0.8,core_arrivals,0.3365872386263526,0.3633737458906611,1.0,0.3349280895987242,1,0.0,True,0.5873252223330022,0.07443664677402366,0.33823813089297416,0.10229358540293546,0.05123166926068639,0.007333250033837629,0.1608585046974595,0.1554550175144502,0.17557172712632751,0.1682936193131763,0.18168687294533056,0.0006636596110513482,0.011378262516774762,0.1682936193131763,0.18168687294533056,0.0,0.0,0.16895727892422766,0.19306513546210533,0.05433935206098443,0.06305141814547432,0.0,0.18566363734108624,0.0,fixed_arrivals,0.1608585046974595,1.0,0.0125,258,True,"401,801,1601",1,267,4.4519819877492095e-05,2917,False
0.5,0.6,0.8,0.25,0.8,incumbent_only,0.45553313937760265,0.5219202584128056,1.0,0.44521667715274393,1,0.0,True,0.23528448510566627,0.20694279896096676,0.557772715933367,0.10866018524844417,0.00042226217827516705,0.002725050001354732,0.11180749742807407,0.004118082238175448,0.03021553431929053,0.0,0.0,0.004126584889943485,0.030681432504024688,0.0,0.0,0.0,0.0,0.004126584889943485,0.030681432504024688,0.05111292852818064,0.0,0.0,0.0,0.0,incumbent_only,0.11180749742807407,1.0,0.0125,261,True,"401,801,1601",1,183,3.436126397557415e-05,2917,False
0.75,0.6,0.8,0.25,0.8,expanded_search,0.3156099157290505,0.3290450209199052,4.0,0.31066392412315713,1,0.0,True,0.057345470928071296,0.6352178561543678,0.3074366729175609,0.14224691819384128,0.006625674887699296,0.17089610303790018,0.31976869611944075,0.21311646832199133,0.496244234606955,0.23670743679678788,0.6746350627597156,0.002967594963536025,0.011028658078048826,0.23670743679678788,0.24678376568992888,0.0,0.42785129706978675,0.2396750317603239,0.6856637208377645,0.10321817835606636,0.23968926680230077,0.011998271240491487,1.0564541504295717,0.7748527942895447,expanded_search,0.31008303619082145,1.0,0.0125,1519,True,"401,801,1601",1,438,2.178008612691018e-05,2954,False
0.75,0.6,0.8,0.25,0.8,core_arrivals,0.32267684911892336,0.35448638532332044,1.0,0.3205067352558366,1,0.0,True,0.5912224044914837,0.0911774970432729,0.3176000984652435,0.14472434286648417,0.0680059950505069,0.012088156080407059,0.22481849399739814,0.21597134155206751,0.24892711327634381,0.24200763683919252,0.26586478899249033,0.0013020683178520454,0.020387790040490298,0.24200763683919252,0.26586478899249033,0.0,0.0,0.24330970515704456,0.2862525790329806,0.07292824190522612,0.08911508390917534,0.0,0.27258403061001496,0.0,fixed_arrivals,0.22481849399739814,1.0,0.0125,263,True,"401,801,1601",1,288,7.560123702241017e-05,2954,False
0.75,0.6,0.8,0.25,0.8,incumbent_only,0.4390165871989713,0.5125225078550946,1.0,0.4272929551045218,1,0.0,True,0.2541139541346493,0.22416344565876095,0.5217226002065897,0.15381714534971944,0.0007252490676015248,0.004550100058661047,0.159092494475982,0.007009497324049503,0.04985220390416891,0.0,0.0,0.007034179256669694,0.05113773165034366,0.0,0.0,0.0,0.0,0.007034179256669694,0.05113773165034366,0.07017870326770617,0.0,0.0,0.0,0.0,incumbent_only,0.159092494475982,1.0,0.0125,261,True,"401,801,1601",1,184,4.019184099599005e-05,2954,False
1.0,0.6,0.8,0.25,0.8,expanded_search,0.29466721299293386,0.3173509698909114,4.0,0.2874634510425555,1,0.0,True,0.09648794164373332,0.6249984087986843,0.27851364955758234,0.17621753347309146,0.013248338046635385,0.19306840039594442,0.38253427191567124,0.2595004274749413,0.5838240818643333,0.29466721299293386,0.852737212896979,0.00576300956030269,0.02391001507868471,0.29466721299293386,0.3173509698909114,0.0,0.5353862430060676,0.30043022255323654,0.8766472279756637,0.11709982443893495,0.2970406651285083,0.01306277731347428,1.3738380078251817,0.9920885745895398,expanded_search,0.370133164733302,1.0,0.0125,1517,True,"401,801,1601",1,445,3.227595505123082e-05,2980,False
1.0,0.6,0.8,0.25,0.8,core_arrivals,0.3093120834948025,0.34565696267734386,1.0,0.30665726579186703,1,0.0,True,0.5937280697210556,0.10771732879324207,0.2985546014857023,0.18240876088439475,0.08075787284537388,0.017190862343743382,0.280357496073512,0.2676054720881183,0.3139856411353461,0.3093120834948025,0.34565696267734386,0.002123854162348371,0.031199757508381467,0.3093120834948025,0.34565696267734386,0.0,0.0,0.3114359376571509,0.3768567201857253,0.08734276104881096,0.11226895961052717,0.0,0.35653007487094474,0.0,fixed_arrivals,0.280357496073512,1.0,0.0125,262,True,"401,801,1601",1,293,9.701803866934977e-05,2980,False
1.0,0.6,0.8,0.25,0.8,incumbent_only,0.4232263945676124,0.5033663116175178,1.0,0.410256187536239,1,0.0,True,0.27047022034006113,0.24034142732502264,0.4891883523349162,0.1940957077819696,0.0010684114215943204,0.0066019832924731235,0.20176610249603708,0.01032251892789366,0.07178147952413409,0.0,0.0,0.010376165625098733,0.07448809926502302,0.0,0.0,0.0,0.0,0.010376165625098733,0.07448809926502302,0.08592182249878076,0.0,0.0,0.0,0.0,incumbent_only,0.20176610249603708,1.0,0.0125,261,True,"401,801,1601",1,201,5.459219866410514e-05,2980,False
